antecedent,consequent,support,confidence,lift,conviction
will-democrats-66-win-the-most-seats-in-the-2025-netherlands-parliamentary-election_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.01479591836734694,0.5087719298245614,3.175773829478154,1.7095845481049563
will-trump-meet-with-putin-by-october-31_No,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.014285714285714285,0.5,3.1210191082802545,1.6795918367346938
us-x-venezuela-military-engagement-by-november-30-216-397-226-467-735-374-192_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.012244897959183673,0.48979591836734687,3.057324840764331,1.6459999999999995
khamenei-out-as-supreme-leader-of-iran-in-2025_No,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.01173469387755102,0.4893617021276596,3.0546144464019513,1.6446003401360545
"fed-decreases-interest-rates-by-25-bps-after-september-2025-meeting_Yes, fed-decreases-interest-rates-by-25-bps-after-october-2025-meeting_Yes",will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.010714285714285714,0.4772727272727273,2.979154603358425,1.6065661047027506
will-eric-adams-drop-out_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.01020408163265306,0.47619047619047616,2.9723991507430996,1.6032467532467531
us-government-shutdown-by-october-1_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.0163265306122449,0.4705882352941177,2.937429748969652,1.5862811791383222
will-polymarket-us-go-live-in-2025_No,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.012244897959183673,0.47058823529411764,2.9374297489696515,1.586281179138322
will-zohran-mamdani-win-by-0-10_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.01173469387755102,0.46,2.8713375796178346,1.5551776266061978
israel-x-hamas-ceasefire-by-october-31_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.011224489795918367,0.4583333333333333,2.8609341825902335,1.5503924646781786
will-curtis-sliwa-drop-out-458_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.013265306122448979,0.456140350877193,2.847245502290759,1.5441408821593154
will-polymarket-us-go-live-in-2025_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.020918367346938777,0.44086021505376344,2.751866310526676,1.501942700156986
no-change-in-fed-interest-rates-after-december-2025-meeting_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.010714285714285714,0.4375,2.730891719745223,1.49297052154195
us-x-venezuela-military-engagement-by-november-30-216-397-226-467-735-374-192_No,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.01020408163265306,0.4347826086956521,2.713929659374134,1.4857927786499212
us-x-venezuela-military-engagement-by-december-31-391-819-722-945-174-285-817-971_No,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.011224489795918367,0.4313725490196078,2.692643936555514,1.4768824771287825
will-satoshi-move-any-bitcoin-in-2025_No,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.012755102040816327,0.43103448275862066,2.6905337140347023,1.4760049474335188
fed-decreases-interest-rates-by-25-bps-after-october-2025-meeting_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.027040816326530614,0.43089430894308944,2.6896587437211954,1.4756413994169095
us-x-venezuela-military-engagement-by-december-31-391-819-722-945-174-285-817-971_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.012244897959183673,0.42857142857142855,2.6751592356687897,1.4696428571428573
will-donald-trump-win-the-nobel-peace-prize-in-2025_No,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.010714285714285714,0.42,2.621656050955414,1.4479239971850808
lord-miles-completes-40-day-water-fast-in-the-dessert_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.01173469387755102,0.4181818181818182,2.6103068905616675,1.4433992346938775
no-change-in-fed-interest-rates-after-september-2025-meeting_No,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.01020408163265306,0.4081632653061224,2.547770700636942,1.4189655172413793
over-1pt4b-committed-to-the-megaeth-public-sale-773-958-536_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.010714285714285714,0.40384615384615385,2.520823125918667,1.4086899275839369
will-the-party-for-freedom-win-the-most-seats-in-the-2025-netherlands-parliamentary-election_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.01683673469387755,0.39759036144578314,2.4817742306806845,1.394061224489796
fed-decreases-interest-rates-by-25-bps-after-september-2025-meeting_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.02040816326530612,0.3846153846153846,2.4007839294463493,1.3646683673469386
fed-decreases-interest-rates-by-25-bps-after-december-2025-meeting_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.011224489795918367,0.3793103448275862,2.367669668350538,1.3530045351473923
will-monad-perform-an-airdrop-by-october-31_No,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.01173469387755102,0.3770491803278689,2.3535553931293722,1.3480934479054778
will-the-los-angeles-dodgers-win-the-2025-world-series_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.01173469387755102,0.37096774193548393,2.315594822272447,1.335060177917321
will-andrew-cuomo-win-the-2025-nyc-mayoral-election_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.025510204081632654,0.3703703703703704,2.311866006133522,1.3337935174069628
openai-browser-by-october-31_No,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.01020408163265306,0.3636363636363636,2.269832078749276,1.319679300291545
us-x-venezuela-military-engagement-by-october-31-434-155-561_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.01683673469387755,0.3626373626373626,2.26359627633513,1.3176108374384237
will-the-government-shutdown-end-november-16-or-later_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.013265306122448979,0.34210526315789475,2.135434126718069,1.2764897959183672
xi-jinping-out-in-2025_No,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.017857142857142856,0.33980582524271846,2.12108094737493,1.2720438175270108
will-the-toronto-blue-jays-win-the-2025-world-series_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.01020408163265306,0.3333333333333333,2.08067940552017,1.2596938775510202
maduro-out-in-2025-411_Yes,will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes,0.011224489795918367,0.32352941176470584,2.0194829524166353,1.2414374445430345
